date,headline,company,sentiment,label,month
2025-06-17,"If OpenAI and Microsoft Break Up, What Does It Mean for Copilot? Try These AI Alternatives - CNET",Microsoft,0.0,neutral,2025-06
2025-06-20,"184 million passwords for Google, Microsoft, Facebook, and more leaked in massive data breach - ZDNET",Microsoft,-0.3804,negative,2025-06
2025-06-17,Microsoft and AMD announce multi-year Xbox chip deal - Yahoo Finance,Microsoft,0.0,neutral,2025-06
2025-06-20,Microsoft investigates OneDrive bug that breaks file search - BleepingComputer,Microsoft,0.0,neutral,2025-06
2025-06-20,Tech Moves: Washington broadband head departs; Suplari co-founder leaving Microsoft; and more - GeekWire,Microsoft,0.0,neutral,2025-06
2025-06-19,Microsoft (NASDAQ: MSFT) Stock Price Prediction for 2025: Where Will It Be in 1 Year - 24/7 Wall St.,Microsoft,0.0,neutral,2025-06
2025-06-20,Microsoft announces Windows 365 Reserve: Backup cloud PCs for the enterprise - Computerworld,Microsoft,0.0,neutral,2025-06
2025-06-17,Welcome to the ‘infinite workday’ of 8 p.m. meetings and constant messages - CNN,Microsoft,0.4588,positive,2025-06
2025-06-17,OpenAI weighs “nuclear option” of antitrust complaint against Microsoft - Ars Technica,Microsoft,-0.296,negative,2025-06
2025-06-21,Microsoft is blocking Google Chrome in the name of family safety — but this time it actually makes sense - Windows Central,Microsoft,0.0258,neutral,2025-06
2025-06-21,When Will Apple Launch The Next MacBook Pro? - Forbes,Apple,0.0,neutral,2025-06
2025-06-23,Apple keeps pulling its own ads - The Verge,Apple,0.0,neutral,2025-06
2025-06-23,One of Apple’s best laptops is now over $900 off - SFGATE,Apple,0.6369,positive,2025-06
2025-06-22,"EU stickers show how iPhones compare to other phones, Apple not happy with the test methodologies - GSMArena.com news - GSMArena.com",Apple,-0.4585,negative,2025-06
2025-06-22,"Apple Loop: iPhone 17 Pro Release Date, Apple Challenges AI Assumptions, iPad Pro Multitasking Explained - Forbes",Apple,0.0772,positive,2025-06
2025-06-23,Apple is under pressure to deliver a hit iPhone - Axios,Apple,-0.296,negative,2025-06
2025-06-23,Apple read your mean tweets about Liquid Glass and Finder - Engadget,Apple,0.0,neutral,2025-06
2025-06-23,Phew: Apple fixed the Finder icon in macOS Tahoe 26 - The Verge,Apple,0.0,neutral,2025-06
2025-06-21,Apple is reportedly considering the acquisition of Perplexity AI - Engadget,Apple,0.0,neutral,2025-06
2025-06-23,"Jim Cramer says Apple needs to change course — plus, he highlights 2 stocks to buy now - CNBC",Apple,0.0,neutral,2025-06
2025-06-22,Apple Seals Movie Deal With Media Mogul Peter Chernin - Bloomberg.com,Apple,0.0,neutral,2025-06
2025-06-23,Chernin Entertainment Signs First-Look Film Deal With Apple TV+ - The Hollywood Reporter,Apple,0.4215,positive,2025-06
2025-06-22,Apple TV+ Signs First-Look Film Deal with North Road’s Chernin Entertainment - IndieWire,Apple,0.4215,positive,2025-06
2025-06-22,Delete This Message From Apple Or Google—It’s An Attack - Forbes,Apple,-0.4767,negative,2025-06
2025-06-23,Your Apple Watch is getting a big upgrade for free - 8 features I can't wait to use on WatchOS 26 - ZDNET,Apple,0.5106,positive,2025-06
2025-06-21,"I walked 5,500 steps with the Apple Watch 10 vs Garmin Forerunner 570 — here's the winner - Tom's Guide",Apple,0.5859,positive,2025-06
2025-06-22,The Suunto Ocean is an Apple Watch Ultra 2 rival in the scuba stakes – and it's more eco-friendly too - TechRadar,Apple,0.0,neutral,2025-06
2025-06-23,"16 billion password data breach hits Apple, Google, Facebook and more — LIVE updates and how to stay safe - Tom's Guide",Apple,0.4404,positive,2025-06
2025-06-23,16 billion passwords exposed in record-breaking data breach: are you affected? - Cybernews,Apple,-0.2263,negative,2025-06
2025-06-23,Apple iOS 26: Everything you need to know about the next iPhone operating system - Engadget,Apple,0.0,neutral,2025-06
2025-06-23,"tvOS 26 beta 2 is now available with Apple TV app redesign, more - 9to5Mac",Apple,0.0,neutral,2025-06
2025-06-23,Is an apple a day really good for your health? - BBC,Apple,0.4927,positive,2025-06
2025-06-23,The afterlife of Apple Accounts (and others) - Six Colors,Apple,0.0,neutral,2025-06
2025-06-23,Apple’s Liquid Glass interface improves with release of iOS 26 Beta 2 - TechCrunch,Apple,0.4215,positive,2025-06
2025-06-23,"Early Prime Day Deals on Apple AirPods, iPads, Smartwatches, and More - PCMag",Apple,0.0,neutral,2025-06
2025-06-23,Apple Reportedly Negotiating to Stave Off EU App Store Fines - PYMNTS.com,Apple,0.0,neutral,2025-06
2025-06-23,Is Apple Looking To Catch Up In AI With Big Deal? - Investor's Business Daily,Apple,0.0,neutral,2025-06
2025-06-23,Oregon apple farm that inspired Steve Jobs for sale at $5M - OregonLive.com,Apple,0.4939,positive,2025-06
2025-06-23,Apple heard your complaints about the Liquid Glass Control Center - The Verge,Apple,-0.4019,negative,2025-06
2025-06-23,Apple releases watchOS 26 beta 2 - 9to5Mac,Apple,0.0,neutral,2025-06
2025-06-23,Your Apple TV is getting a big upgrade for free - 5 features I can't wait to use on TVOS 26 - ZDNET,Apple,0.5106,positive,2025-06
2025-06-23,My Apple Watch band gave out before year two - and it could've been bad - ZDNET,Apple,-0.5423,negative,2025-06
2025-06-23,Apple’s USB-C EarPods are an even better buy at just $15.99 - The Verge,Apple,0.4404,positive,2025-06
2025-06-23,"Apple iPhone 17 Series Will Showcase ‘Design Revamp,’ New Report Claims - Forbes",Apple,0.0,neutral,2025-06
2025-06-23,Apple releases new beta builds of all its flashy new Liquid Glass-ified OS updates - Ars Technica,Apple,0.0,neutral,2025-06
2025-06-20,Apple sued by shareholders for allegedly overstating AI progress - Reuters,Apple,0.4215,positive,2025-06
2025-06-23,Apple Seeds Second Beta of macOS Tahoe - MacRumors,Apple,0.0,neutral,2025-06
2025-06-23,New iPad features blur the line between tablet and laptop computing - Boing Boing,Apple,0.0,neutral,2025-06
2025-06-22,Apple is looking into buying Perplexity AI - Mashable,Apple,0.0,neutral,2025-06
2025-06-23,iOS 26 beta 2 adds new Apple Music widget for your Home Screen - 9to5Mac,Apple,0.0,neutral,2025-06
2025-06-23,Electronics shop owner busted after selling hundreds of counterfeit Apple products - AppleInsider,Apple,0.0,neutral,2025-06
2025-06-23,"Apple's second developer betas for iOS 26, iPadOS 26, macOS 26 have arrived - AppleInsider",Apple,0.0,neutral,2025-06
2025-06-23,"June 23, 2025 – Apple and Perplexity rumors, more - 9to5Mac",Apple,0.0,neutral,2025-06
2025-06-23,"iPhones, iPads Sold in EU Now Have Energy Labels: What Are Apple’s Ratings? - TechRepublic",Apple,0.2732,positive,2025-06
2025-06-23,This Traveler Almost Received an $800 Fine and Lost Global Entry Over an Apple - Travel + Leisure,Apple,-0.128,negative,2025-06
2025-06-23,Where stock market's safety trade has moved now that Apple is no longer it - CNBC,Apple,0.1531,positive,2025-06
2025-06-23,Amazon Canada has a rare deal on Apple AirPods Pro 2 — save $70 ahead of Prime Day 2025 - Yahoo,Apple,0.5994,positive,2025-06
2025-06-23,"Apple exec and former EPA head: To spark climate action, find the people who are inspired - Stanford Doerr School of Sustainability",Apple,0.6249,positive,2025-06
2025-06-23,iPhone 17 Air possibly leaked by the latest iOS 26 beta - Boy Genius Report,Apple,-0.3182,negative,2025-06
2025-06-23,Apple Seeds Second Developer Betas of iOS 26 and iPadOS 26 - MacRumors,Apple,0.0,neutral,2025-06
2025-06-09,Apple elevates the iPhone experience with iOS 26 - Apple,Apple,0.0,neutral,2025-06
2025-06-23,"Zacks Investment Ideas feature highlights: NVIDIA, Apple, Alphabet, Meta Platforms and Advanced Micro Devices - Yahoo Finance",Apple,0.25,positive,2025-06
2025-06-21,"Apple executives held internal talks about buying Perplexity, Bloomberg News reports - Reuters",Apple,0.0,neutral,2025-06
2025-06-20,"The best Apple deals you can get right now: Save on AirPods, iPads, MacBooks and more - Engadget",Apple,0.8126,positive,2025-06
2025-06-23,Apple releases developer beta 2 for visionOS 26 - 9to5Mac,Apple,0.0,neutral,2025-06
2025-06-20,Apple Executives Have Held Internal Talks About Buying AI Startup Perplexity - Bloomberg.com,Apple,0.0,neutral,2025-06
2025-06-23,"THROWBACK: Grace A. Dow Library, built in apple orchard, marks 70 years - Midland Daily News",Apple,0.4215,positive,2025-06
2025-06-23,Apple releases new beta builds of all its operating systems - MacDailyNews,Apple,0.0,neutral,2025-06
2025-06-09,Apple introduces a delightful and elegant new software design - Apple,Apple,0.7845,positive,2025-06
2025-06-23,Rumor: Apple may make a bold and expensive AI acquisition - Boy Genius Report,Apple,0.3818,positive,2025-06
2025-06-22,Apple Removes Ad That Tells College Students to Dump Windows PCs for Macs - PCMag,Apple,-0.3818,negative,2025-06
2025-06-23,"Apple looked at Mira Murati’s AI startup after OpenAI exit, and it won’t stop there - 9to5Mac",Apple,-0.296,negative,2025-06
2025-06-23,Apple Crashes Tech’s Formula One Party as Money Behind ‘F1’ - Bloomberg.com,Apple,0.4019,positive,2025-06
2025-06-23,Apple faces shareholder lawsuit over alleged AI misrepresentation - Yahoo Finance,Apple,-0.5994,negative,2025-06
2025-06-23,"Malware on Google Play, Apple App Store stole your photos—and crypto - BleepingComputer",Apple,0.34,positive,2025-06
2025-06-23,"Apple Seeds Second watchOS 26, tvOS 26, and visionOS 26 Developer Betas - MacRumors",Apple,0.0,neutral,2025-06
2025-06-22,Apple is reportedly considering buying Perplexity AI in iPhone maker's biggest-ever acquisition - Tom's Guide,Apple,0.0,neutral,2025-06
2025-06-23,Apple tweaks Control Center visibility in iOS 26 beta 2 - 9to5Mac,Apple,0.0,neutral,2025-06
2025-06-23,Apple releases iOS 26 beta 2 - 9to5Mac,Apple,0.0,neutral,2025-06
2025-06-23,Apple Is Under Pressure To Deliver a Hit iPhone — But Investors Should Know This Too - TradingView,Apple,-0.1531,negative,2025-06
2025-06-23,Report: Apple to Announce More App Store Concessions for the EU - MacRumors,Apple,0.0,neutral,2025-06
2025-06-23,F1 the Movie review: A shameless Apple ad that will blow your socks off - Engadget,Apple,-0.34,negative,2025-06
2025-06-23,Apple Research just unearthed a forgotten AI technique and is using it to generate images - 9to5Mac,Apple,-0.2263,negative,2025-06
2025-06-18,"Apple eyes using AI to design its chips, technology executive says - Reuters",Apple,0.0,neutral,2025-06
2025-06-23,Just installed iOS 18.5 on your iPhone? I would change these 6 settings first - ZDNET,Apple,0.0,neutral,2025-06
2025-06-23,Will Apple Release an iPhone 17e? Here's What We Know - MacRumors,Apple,0.0,neutral,2025-06
2025-06-23,N.J. electronics store owner charged with selling more than 100 fake Apple products - MacDailyNews,Apple,-0.6326,negative,2025-06
2025-06-23,Apple Cup Cafe to live on at new Woodin Avenue location after fire - ncwlife.com,Apple,-0.34,negative,2025-06
2025-06-20,Apple's Mac mini M4 drops to a new record-low price - Engadget,Apple,0.0,neutral,2025-06
2025-06-23,"The 390-acre property with a main house, guest house and outbuildings at 11890 S.W. Dupee Valley Road. - OregonLive.com",Apple,0.0,neutral,2025-06
2025-06-20,"Apple executives held internal talks about buying Perplexity, Bloomberg News reports - Yahoo Finance",Apple,0.0,neutral,2025-06
2025-06-23,Apple Cup Cafe reborn on Woodin Ave after fire - ncwlife.com,Apple,-0.34,negative,2025-06
2025-06-23,Apple Releases macOS Tahoe 26 Beta 2 to Developers [Download] - iClarified,Apple,0.0,neutral,2025-06
2025-06-23,New Yorkers try to beat the heat as triple-digit temps bake the Big Apple - New York Post,Apple,0.0,neutral,2025-06
2025-06-23,"Zacks Investment Ideas feature highlights: Jabil, Apple, Amazon, Johnson & Johnson and Ericsson - Yahoo Finance",Apple,0.1779,positive,2025-06
2025-06-23,Report: Apple to announce 'some' App Store changes in the EU to avoid additional DMA fines - 9to5Mac,Apple,-0.296,negative,2025-06
2025-06-23,"Enterprise hits and misses - Apple's AI reasoning paper yields enterprise lessons, privacy breaches are (sometimes) on us, and the Spatial Web is here - Diginomica",Apple,-0.2263,negative,2025-06
2025-06-23,N.J. electronics store owner charged with selling fake Apple products - NJ.com,Apple,-0.5994,negative,2025-06
2025-06-19,iPhone 'Flip': The Apple Foldable Is Still Rumored To Come in 2026 - CNET,Apple,0.0,neutral,2025-06
2025-06-20,Apple vs. generative AI: Who needs who? - ZDNET,Apple,0.0,neutral,2025-06
2025-06-20,"Matthew McConaughey, Woody Harrelson Apple Comedy Series Pauses Production as Showrunner Exits - Variety",Apple,0.3612,positive,2025-06
2025-06-23,"Apple starts fixing bugs with iOS 26 beta 2, now rolling out to developers - The Shortcut | Matt Swider",Apple,0.0,neutral,2025-06
2025-06-20,The best Apple deals you can shop ahead of Amazon Prime Day 2025 - The Verge,Apple,0.7096,positive,2025-06
2025-06-22,"Apple TV+ Inks Multi-Year, First-Look Film Deal With The North Road Company’s Chernin Entertainment - Deadline",Apple,0.4215,positive,2025-06
2025-06-23,Apple’s AI-Powered Chip Design Revolution - BBN Times,Apple,0.0,neutral,2025-06
2025-06-22,7 Apple TV 4K settings to change now for the best results - Tom's Guide,Apple,0.6369,positive,2025-06
2025-06-23,Apple Pulls Ad Campaign Fronted By SNL Star Just One Day After Its Debut - LateNighter,Apple,0.0,neutral,2025-06
2025-06-23,Apple Keeps Pulling Its Own Ads — But That’s Not the Only Story Investors Should Watch - TradingView,Apple,0.0,neutral,2025-06
2025-06-23,"T-Mobile launching T-Satellite with Starlink next month, working with Apple on ‘satellite-optimized apps’ - 9to5Mac",Apple,0.0,neutral,2025-06
2025-06-19,"It wasn't just you, Apple Intelligence was down - AppleInsider",Apple,0.4767,positive,2025-06
2025-06-23,Will ‘F1’ Finally Give Apple a Box Office Hit? - TheWrap,Apple,0.0,neutral,2025-06
2025-06-21,Apple Pulls 'Convince Your Parents to Get You a Mac' Ad From YouTube - MacRumors,Apple,0.25,positive,2025-06
2025-06-20,Apple’s tiny M4 Mac Mini has dropped to its lowest price yet - The Verge,Apple,-0.3818,negative,2025-06
2025-06-22,"Were 16 billion passwords from Apple, Google, and Facebook leaked? How to protect yourself - ZDNET",Apple,0.0772,positive,2025-06
2025-06-23,iOS 26’s Second Beta Tones Down the Liquid Glass Effect - Lifehacker,Apple,0.0,neutral,2025-06
2025-06-23,Apple’s iPhone 17 Design Revamp Is Coming — But That’s Not the Only Major Update - TradingView,Apple,0.0,neutral,2025-06
2025-06-10,Apple services deliver powerful features and intelligent updates to users this fall - Apple,Apple,0.7003,positive,2025-06
2025-06-23,Apple (AAPL) in Last-Minute Talks With EU to Avoid Daily Digital Fines - TipRanks,Apple,-0.296,negative,2025-06
2025-06-23,Google Cuts Smart TV Budget as It Doubles Down on YouTube - The Information,Google,0.128,positive,2025-06
2025-06-23,Google TV hit with budget cuts as focus shifts to YouTube - Android Police,Google,-0.296,negative,2025-06
2025-06-23,Hisense’s new 165Hz VRR U7 Google Smart TV upgrades your game room from $698 Amazon low (Up to $600 off) - 9to5Toys,Google,0.3182,positive,2025-06
2025-06-23,Google Confirms Most Gmail Users Must Upgrade All Their Accounts - Forbes,Google,0.0,neutral,2025-06
2025-06-22,"Were 16 billion passwords from Apple, Google, and Facebook leaked? How to protect yourself - ZDNET",Google,0.0772,positive,2025-06
2025-06-20,"16 billion Google, Apple and other passwords leaked in record data breach: What you need to know - New York Post",Google,-0.3182,negative,2025-06
2025-06-23,Could The HP Dimension With Google Beam Shake Up Videoconferencing? - Forbes,Google,-0.1779,negative,2025-06
2025-06-23,Ask a techspert: What is inference? - Google Blog,Google,0.0,neutral,2025-06
2025-06-22,Is ChatGPT Catching Google on Search Activity? [Infographic] - Yahoo Finance,Google,0.0,neutral,2025-06
2025-06-23,Google advertising exec oversees rapid change - Fortune,Google,0.0,neutral,2025-06
2025-06-20,"16 billion login credentials from Google and other sites leaked online, report says - CBS News",Google,-0.3182,negative,2025-06
2025-06-23,Google Adds Multi-Layered Defenses to Secure GenAI from Prompt Injection Attacks - The Hacker News,Google,0.0516,positive,2025-06
2025-06-23,Pontypool homeowner uses Google Earth to win decking planning row - BBC,Google,0.5859,positive,2025-06
2025-06-21,A Google engineer's advice to computer science students: Go where the hiring bar is lower and get your foot in the door - Business Insider,Google,-0.296,negative,2025-06
2025-06-23,16 billion passwords exposed in record-breaking data breach: are you affected? - Cybernews,Google,-0.2263,negative,2025-06
2025-06-23,"Our most advanced Chromebook Plus yet, and new helpful AI features - Google Blog",Google,0.624,positive,2025-06
2025-06-23,ChatGPT's Impact On Our Brains According to an MIT Study - Time Magazine,Google,0.0,neutral,2025-06
